ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
300630.SZ,20241126,10.35,10.68,10.24,10.43,10.32,0.11,1.0659,179544.52,188145.298
300630.SZ,20241125,10.28,10.4,10.08,10.32,10.21,0.11,1.0774,126320.57,129404.73
300630.SZ,20241122,10.73,10.78,10.21,10.21,10.83,-0.62,-5.7248,194692.15,204148.849
300630.SZ,20241121,10.87,10.95,10.68,10.83,10.98,-0.15,-1.3661,184852.0,199320.431
300630.SZ,20241120,10.65,11.08,10.6,10.98,10.56,0.42,3.9773,244270.0,266302.559
300630.SZ,20241119,10.31,10.78,10.29,10.56,10.25,0.31,3.0244,176431.0,185080.325
300630.SZ,20241118,10.74,10.85,10.12,10.25,10.74,-0.49,-4.5624,212705.15,220838.829
300630.SZ,20241115,10.82,11.17,10.61,10.74,10.87,-0.13,-1.196,236440.73,256679.106
300630.SZ,20241114,11.6,11.65,10.82,10.87,11.57,-0.7,-6.0501,296114.0,331099.117
300630.SZ,20241113,11.59,11.96,11.29,11.57,11.79,-0.22,-1.866,366829.48,426001.877
300630.SZ,20241112,11.35,12.4,11.29,11.79,11.39,0.4,3.5119,579401.04,687357.961
300630.SZ,20241111,11.21,11.49,11.0,11.39,11.27,0.12,1.0648,326700.58,367104.013
300630.SZ,20241108,11.7,11.76,11.27,11.27,11.68,-0.41,-3.5103,373635.87,427964.808
300630.SZ,20241107,11.38,11.76,11.2,11.68,11.48,0.2,1.7422,409069.25,474013.31
300630.SZ,20241106,11.2,11.58,11.01,11.48,11.26,0.22,1.9538,420291.25,477011.667
300630.SZ,20241105,10.75,11.4,10.7,11.26,10.85,0.41,3.7788,400312.35,446645.146
300630.SZ,20241104,10.52,10.99,10.39,10.85,10.72,0.13,1.2127,293962.8,314021.902
300630.SZ,20241101,10.25,11.18,9.92,10.72,10.35,0.37,3.5749,445910.3,471671.298
300630.SZ,20241031,10.5,10.55,10.25,10.35,10.66,-0.31,-2.9081,329188.36,341672.627
300630.SZ,20241030,10.6,10.9,10.49,10.66,10.85,-0.19,-1.7512,264354.82,281667.616
300630.SZ,20241029,11.39,11.6,10.8,10.85,11.62,-0.77,-6.6265,468791.08,521300.231
300630.SZ,20241028,11.24,11.95,10.86,11.62,11.59,0.03,0.2588,564589.63,641525.165
300630.SZ,20241025,11.4,11.83,11.13,11.59,11.86,-0.27,-2.2766,641758.14,733936.086
300630.SZ,20241024,10.49,12.57,10.43,11.86,10.49,1.37,13.0601,846549.84,993555.586
300630.SZ,20241023,10.6,10.64,10.39,10.49,10.71,-0.22,-2.0542,273198.38,287206.371
300630.SZ,20241022,10.22,10.84,10.22,10.71,10.31,0.4,3.8797,387427.73,409808.047
300630.SZ,20241021,10.19,10.48,10.08,10.31,10.18,0.13,1.277,343083.64,351978.14
300630.SZ,20241018,9.78,10.45,9.74,10.18,9.89,0.29,2.9323,312461.49,314578.556
300630.SZ,20241017,10.0,10.2,9.84,9.89,9.9,-0.01,-0.101,217393.99,217926.913
300630.SZ,20241016,9.75,10.08,9.67,9.9,9.98,-0.08,-0.8016,199139.02,196983.602
300630.SZ,20241015,10.06,10.46,9.83,9.98,10.14,-0.16,-1.5779,298757.24,302549.763
300630.SZ,20241014,9.95,10.18,9.64,10.14,9.93,0.21,2.1148,279646.55,278240.876
300630.SZ,20241011,10.52,10.53,9.77,9.93,10.6,-0.67,-6.3208,289456.9,290925.032
300630.SZ,20241010,10.55,11.3,10.52,10.6,10.41,0.19,1.8252,367020.21,398067.752
300630.SZ,20241009,11.85,11.96,10.36,10.41,12.7,-2.29,-18.0315,539087.18,604672.179
300630.SZ,20241008,13.48,13.48,11.37,12.7,11.34,1.36,11.9929,735270.44,908297.311
300630.SZ,20240930,10.05,11.39,9.81,11.34,9.57,1.77,18.4953,634887.34,672185.031
300630.SZ,20240927,9.0,9.98,8.83,9.57,8.77,0.8,9.122,477828.79,449141.215
300630.SZ,20240926,8.35,8.84,8.27,8.77,8.5,0.27,3.1765,394315.24,338632.307
300630.SZ,20240925,8.02,9.05,7.99,8.5,8.02,0.48,5.985,456204.6,383788.375
300630.SZ,20240924,7.76,8.02,7.63,8.02,7.8,0.22,2.8205,294528.45,230390.284
300630.SZ,20240923,7.61,7.95,7.61,7.8,7.53,0.27,3.5857,254685.14,199117.279
300630.SZ,20240920,7.68,7.71,7.48,7.53,7.67,-0.14,-1.8253,149864.69,113048.722
300630.SZ,20240919,7.59,7.85,7.43,7.67,7.47,0.2,2.6774,194712.77,148627.992
300630.SZ,20240918,7.76,7.76,7.43,7.47,7.81,-0.34,-4.3534,199361.77,150343.356
300630.SZ,20240913,8.15,8.26,7.81,7.81,8.22,-0.41,-4.9878,265775.6,211386.773
300630.SZ,20240912,7.71,8.57,7.71,8.22,7.81,0.41,5.2497,434883.08,358987.514
300630.SZ,20240911,7.91,8.03,7.77,7.81,8.01,-0.2,-2.4969,213620.73,168402.106
300630.SZ,20240910,8.31,8.51,7.82,8.01,8.27,-0.26,-3.1439,285352.67,230186.204
300630.SZ,20240909,8.5,8.66,8.11,8.27,8.71,-0.44,-5.0517,280208.73,234660.378
300630.SZ,20240906,8.83,9.25,8.7,8.71,8.57,0.14,1.6336,379650.04,338577.063
300630.SZ,20240905,8.51,8.86,8.46,8.57,8.57,0.0,0.0,214131.11,184887.736
300630.SZ,20240904,8.91,8.97,8.57,8.57,9.03,-0.46,-5.0941,315593.6,275666.076
300630.SZ,20240903,9.25,9.28,9.02,9.03,9.38,-0.35,-3.7313,290146.9,264872.526
300630.SZ,20240902,9.28,9.53,9.02,9.38,9.27,0.11,1.1866,402067.31,375199.663
300630.SZ,20240830,9.27,9.47,9.15,9.27,9.48,-0.21,-2.2152,421070.42,392030.593
300630.SZ,20240829,8.75,10.0,8.75,9.48,10.33,-0.85,-8.2285,564736.47,524182.501
300630.SZ,20240828,10.3,11.04,10.08,10.33,10.77,-0.44,-4.0854,466286.81,486554.288
300630.SZ,20240827,9.81,11.45,9.81,10.77,9.93,0.84,8.4592,629545.81,680316.084
300630.SZ,20240826,10.0,10.09,9.38,9.93,10.31,-0.38,-3.6857,489204.56,474276.422
300630.SZ,20240823,9.96,10.64,9.69,10.31,10.11,0.2,1.9782,492704.16,501793.228
300630.SZ,20240822,11.4,11.62,10.09,10.11,11.13,-1.02,-9.1644,583445.09,620636.652
300630.SZ,20240821,11.3,11.95,10.71,11.13,12.15,-1.02,-8.3951,680511.49,767715.766
300630.SZ,20240820,10.88,13.23,10.88,12.15,11.58,0.57,4.9223,904025.42,1093811.947
300630.SZ,20240819,11.06,12.49,11.06,11.58,10.44,1.14,10.9195,975086.3,1141001.543
300630.SZ,20240816,8.7,10.44,8.49,10.44,8.7,1.74,20.0,639961.46,608394.287
300630.SZ,20240815,8.77,9.09,8.64,8.7,8.57,0.13,1.5169,243145.49,213815.842
300630.SZ,20240814,8.83,8.84,8.53,8.57,8.77,-0.2,-2.2805,180623.23,155473.384
300630.SZ,20240813,8.9,8.94,8.61,8.77,9.07,-0.3,-3.3076,276892.39,241794.605
300630.SZ,20240812,8.98,9.43,8.76,9.07,8.87,0.2,2.2548,366086.51,335751.959
300630.SZ,20240809,9.31,9.47,8.87,8.87,9.49,-0.62,-6.5332,412611.42,376845.065
300630.SZ,20240808,9.03,10.27,9.02,9.49,9.23,0.26,2.8169,577608.11,560603.453
300630.SZ,20240807,9.21,9.81,9.21,9.23,9.55,-0.32,-3.3508,486653.59,458079.341
300630.SZ,20240806,8.73,9.75,8.42,9.55,8.46,1.09,12.8842,583782.26,532902.114
300630.SZ,20240805,8.85,9.14,8.42,8.46,9.15,-0.69,-7.541,498394.08,437298.595
300630.SZ,20240802,7.8,9.39,7.73,9.15,7.83,1.32,16.8582,669995.82,585212.842
300630.SZ,20240801,7.87,8.03,7.73,7.83,7.84,-0.01,-0.1276,189021.48,148788.578
300630.SZ,20240731,7.51,7.85,7.41,7.84,7.57,0.27,3.5667,211079.48,162172.426
300630.SZ,20240730,7.42,7.58,7.4,7.57,7.47,0.1,1.3387,113819.87,85613.027
300630.SZ,20240729,7.53,7.56,7.33,7.47,7.54,-0.07,-0.9284,125148.44,93014.094
300630.SZ,20240726,7.51,7.64,7.46,7.54,7.56,-0.02,-0.2646,127870.96,96358.586
300630.SZ,20240725,7.5,7.67,7.49,7.56,7.49,0.07,0.9346,146243.56,110808.751
300630.SZ,20240724,7.77,7.81,7.48,7.49,7.72,-0.23,-2.9793,167980.4,127378.864
300630.SZ,20240723,8.05,8.06,7.72,7.72,8.02,-0.3,-3.7406,191473.29,150350.586
300630.SZ,20240722,7.95,8.11,7.95,8.02,7.97,0.05,0.6274,160034.11,128643.012
300630.SZ,20240719,8.23,8.27,7.95,7.97,8.28,-0.31,-3.744,252946.59,203806.126
300630.SZ,20240718,8.2,8.42,8.05,8.28,8.13,0.15,1.845,243359.22,201041.449
300630.SZ,20240717,8.16,8.35,8.02,8.13,8.21,-0.08,-0.9744,257547.43,210677.401
300630.SZ,20240716,8.39,8.64,8.14,8.21,8.45,-0.24,-2.8402,331692.39,276148.897
300630.SZ,20240715,7.88,8.94,7.86,8.45,7.88,0.57,7.2335,483321.91,400476.135
300630.SZ,20240712,7.81,8.19,7.78,7.88,7.83,0.05,0.6386,325898.54,260742.189
300630.SZ,20240711,7.73,8.16,7.61,7.83,7.54,0.29,3.8462,396347.02,311727.668
300630.SZ,20240710,7.43,7.84,7.33,7.54,7.94,-0.4,-5.0378,491915.07,372571.568
300630.SZ,20240709,7.9,8.55,7.9,7.94,9.88,-1.94,-19.6356,858611.16,686703.477
300630.SZ,20240708,9.88,9.88,9.88,9.88,12.35,-2.47,-20.0,52945.0,52309.66
300630.SZ,20240430,12.18,13.69,12.17,12.35,15.2,-2.85,-18.75,708965.17,887591.815
300630.SZ,20240429,14.39,15.27,14.33,15.2,14.67,0.53,3.6128,199892.0,297696.58
300630.SZ,20240426,14.46,14.71,14.33,14.67,14.53,0.14,0.9635,138411.7,201737.837
300630.SZ,20240425,14.45,14.83,14.41,14.53,14.53,0.0,0.0,147852.0,216490.113
300630.SZ,20240424,14.65,14.67,14.31,14.53,14.51,0.02,0.1378,150320.45,217721.482
300630.SZ,20240423,14.43,14.7,14.27,14.51,14.44,0.07,0.4848,131048.0,189440.051
300630.SZ,20240422,14.35,14.66,14.06,14.44,14.51,-0.07,-0.4824,133092.27,191246.403
300630.SZ,20240419,14.07,14.74,13.96,14.51,14.19,0.32,2.2551,214886.97,309917.373
300630.SZ,20240418,14.64,14.89,14.14,14.19,14.86,-0.67,-4.5087,340784.04,493748.108
300630.SZ,20240417,13.39,15.12,13.39,14.86,16.01,-1.15,-7.183,416111.36,601917.985
300630.SZ,20240416,16.5,16.75,15.99,16.01,16.74,-0.73,-4.3608,99969.54,162125.448
300630.SZ,20240415,16.88,17.09,16.39,16.74,17.0,-0.26,-1.5294,94837.78,158519.231
300630.SZ,20240412,17.33,17.46,16.92,17.0,17.31,-0.31,-1.7909,84454.03,144586.47
300630.SZ,20240411,17.46,17.71,17.3,17.31,17.54,-0.23,-1.3113,69665.31,121924.027
300630.SZ,20240410,17.8,17.88,17.39,17.54,17.98,-0.44,-2.4472,64183.21,113082.352
300630.SZ,20240409,17.39,18.01,17.39,17.98,17.45,0.53,3.0372,73802.66,131006.398
300630.SZ,20240408,18.01,18.02,17.43,17.45,17.99,-0.54,-3.0017,80607.42,142150.969
300630.SZ,20240403,18.18,18.34,17.84,17.99,18.24,-0.25,-1.3706,89372.55,161111.993
300630.SZ,20240402,18.41,18.47,18.11,18.24,18.53,-0.29,-1.565,76848.63,140196.298
300630.SZ,20240401,17.9,18.55,17.9,18.53,17.83,0.7,3.926,117031.21,213356.896
300630.SZ,20240329,17.86,18.08,17.58,17.83,17.99,-0.16,-0.8894,87570.57,155549.027
300630.SZ,20240328,17.57,18.15,17.48,17.99,17.77,0.22,1.238,117862.22,210826.828
300630.SZ,20240327,18.07,18.45,17.76,17.77,18.07,-0.3,-1.6602,139227.93,252772.117
300630.SZ,20240326,18.4,18.5,17.75,18.07,18.4,-0.33,-1.7935,124465.41,225115.109
300630.SZ,20240325,19.07,19.3,18.35,18.4,19.13,-0.73,-3.816,136087.02,256108.622
300630.SZ,20240322,19.78,19.8,19.07,19.13,19.82,-0.69,-3.4813,148414.89,286210.341
300630.SZ,20240321,20.06,20.25,19.77,19.82,20.2,-0.38,-1.8812,138503.12,276181.726
300630.SZ,20240320,20.03,20.33,19.77,20.2,20.12,0.08,0.3976,165437.69,332310.513
300630.SZ,20240319,20.4,20.65,20.06,20.12,20.6,-0.48,-2.3301,202426.42,410813.861
300630.SZ,20240318,20.3,20.76,19.83,20.6,20.11,0.49,2.4366,338987.59,689330.558
300630.SZ,20240315,19.8,21.34,19.78,20.11,19.03,1.08,5.6752,449211.79,918246.754
300630.SZ,20240314,19.91,20.09,18.82,19.03,19.25,-0.22,-1.1429,246085.49,478403.368
300630.SZ,20240313,19.3,19.4,18.9,19.25,19.35,-0.1,-0.5168,147976.3,283101.17
300630.SZ,20240312,19.03,19.48,19.02,19.35,19.09,0.26,1.362,154312.42,297781.428
300630.SZ,20240311,18.76,19.2,18.68,19.09,18.62,0.47,2.5242,132349.82,250909.601
300630.SZ,20240308,18.7,18.99,18.36,18.62,18.33,0.29,1.5821,138850.02,259485.803
300630.SZ,20240307,18.8,19.0,18.28,18.33,18.99,-0.66,-3.4755,132353.61,246331.344
300630.SZ,20240306,18.98,19.2,18.61,18.99,19.05,-0.06,-0.315,110583.16,208869.859
300630.SZ,20240305,19.4,19.5,18.95,19.05,19.66,-0.61,-3.1027,143851.71,275608.317
300630.SZ,20240304,19.07,20.1,19.07,19.66,19.07,0.59,3.0939,209884.68,411501.989
300630.SZ,20240301,19.03,19.32,18.73,19.07,19.14,-0.07,-0.3657,140379.79,267064.683
300630.SZ,20240229,18.14,19.15,18.12,19.14,18.45,0.69,3.7398,165122.96,310152.767
300630.SZ,20240228,20.0,20.29,18.44,18.45,19.36,-0.91,-4.7004,265514.17,519259.82
300630.SZ,20240227,18.71,19.36,18.67,19.36,18.84,0.52,2.7601,147631.76,280978.683
300630.SZ,20240226,18.94,19.18,18.57,18.84,19.06,-0.22,-1.1542,157289.05,296507.727
300630.SZ,20240223,18.8,19.1,18.69,19.06,18.86,0.2,1.0604,147465.34,278582.034
300630.SZ,20240222,18.41,19.0,18.38,18.86,18.58,0.28,1.507,149194.68,280659.894
300630.SZ,20240221,18.31,19.04,18.2,18.58,18.86,-0.28,-1.4846,207968.41,388331.351
300630.SZ,20240220,17.88,19.84,17.8,18.86,18.21,0.65,3.5695,266679.26,506258.562
300630.SZ,20240219,18.55,18.7,17.82,18.21,17.71,0.5,2.8233,163351.43,298028.37
300630.SZ,20240208,16.85,17.88,16.85,17.71,17.02,0.69,4.0541,183309.98,321386.983
300630.SZ,20240207,17.0,17.78,16.63,17.02,16.65,0.37,2.2222,220142.9,381110.283
300630.SZ,20240206,14.7,16.85,14.49,16.65,14.95,1.7,11.3712,179496.35,281993.343
300630.SZ,20240205,15.95,16.0,14.36,14.95,16.2,-1.25,-7.716,160182.54,243204.398
300630.SZ,20240202,17.03,17.55,15.59,16.2,17.19,-0.99,-5.7592,163687.46,271208.284
300630.SZ,20240201,17.26,18.0,17.08,17.19,17.08,0.11,0.644,132634.65,231776.639
300630.SZ,20240131,17.84,18.18,17.04,17.08,18.1,-1.02,-5.6354,122518.27,214727.525
300630.SZ,20240130,18.97,18.98,18.01,18.1,19.2,-1.1,-5.7292,125483.59,231006.146
300630.SZ,20240129,19.66,20.1,18.93,19.2,19.06,0.14,0.7345,185970.38,363196.014
300630.SZ,20240126,19.16,20.13,19.0,19.06,19.33,-0.27,-1.3968,159873.46,312089.502
300630.SZ,20240125,18.77,19.44,18.61,19.33,18.66,0.67,3.5906,104050.03,198494.834
300630.SZ,20240124,18.73,18.94,17.97,18.66,18.6,0.06,0.3226,94365.64,173855.915
300630.SZ,20240123,18.3,18.72,18.29,18.6,18.31,0.29,1.5838,82271.76,152235.777
300630.SZ,20240122,19.58,19.58,18.24,18.31,19.6,-1.29,-6.5816,120563.67,227240.356
300630.SZ,20240119,19.69,20.07,19.53,19.6,19.75,-0.15,-0.7595,75047.31,148248.578
